"Cottonwood Butte, ID","Idaho","5565.0","4280.0","845.0","2.0","7.0","260","0.28","72.8","0.29","75.4","0.43","111.8","46.06","-116.46","38","38","29","30","21","17","22","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Cranmore Mountain, NH","New Hampshire ","2000.0","500.0","1500.0","10.0","54.0","200","0.36","72.0","0.44","88.0","0.2","40.0","44.06","-71.11","41","43","50","48","41","46","45","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Crested Butte, CO","Colorado","12162.0","9375.0","2787.0","16.0","121.0","1547","0.21","324.87","0.46","711.62","0.33","510.51","38.87","-106.99","35","45","43","34","36","26","28","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Crotched Mountain, NH","New Hampshire ","2066.0","1050.0","1000.0","5.0","25.0","100","0.28","28.0","0.4","40.0","0.32","32.0","42.99","-71.88","43","40","47","46","38","46","41","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Crystal Mountain, MI","Michigan","1132.0","757.0","375.0","8.0","45.0","85","0.25","21.25","0.49","41.65","0.26","22.1","44.51","-86.0","40","52","36","39","45","43","32","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Crystal Mountain, WA","Washington","7012.0","4400.0","3100.0","12.0","57.0","2600","0.11","286.0","0.54","1404.0","0.35","910.0","46.92","-121.52","47","37","30","30","20","22","22","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Dartmouth Skiway, NH","New Hampshire ","1943.0","975.0","968.0","4.0","31.0","107","0.24","25.68","0.5","53.5","0.26","27.82","43.2","-71.56","48","45","53","51","44","51","48","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Dear Valley, UT","Utah","9570.0","6570.0","3000.0","21.0","100.0","2026","0.27","547.02","0.4","810.4","0.33","668.58","40.61","-111.5","26","34","26","24","24","10","16","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Devil's Head, WI","Wisconsin","995.0","495.0","500.0","11.0","30.0","300","0.3","90.0","0.4","120.0","0.3","90.0","46.22","-89.26","38","48","33","33","36","28","24","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Diamond Peak, NV","Nevada","8540.0","6700.0","1840.0","6.0","31.0","655","0.18","117.9","0.46","301.3","0.36","235.8","39.58","-115.81","30","37","29","30","25","15","23","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Discovery Basin, MT","Montana","8158.0","5770.0","2388.0","7.0","67.0","2200","0.2","440.0","0.25","550.0","0.55","1210.0","46.26","-112.26","41","44","33","32","16","13","21","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Dodge Ridge, CA","California","8200.0","6600.0","1600.0","12.0","67.0","852","0.2","170.4","0.4","340.8","0.4","340.8","38.14","-120.03","61","57","54","51","40","40","43","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Donner Ski Ranch, CA","California","7781.0","7031.0","750.0","8.0","53.0","503","0.25","125.75","0.5","251.5","0.25","125.75","39.31","-120.34","45","47","44","43","32","32","35","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Dry Hill, NY","New York","950.0","650.0","300.0","3.0","7.0","42","0.33","13.86","0.34","14.28","0.33","13.86","42.99","-75.21","40","43","46","43","40","50","37","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Eagle Point, UT","Utah","10500.0","9100.0","1400.0","6.0","40.0","625","0.2","125.0","0.35","218.75","0.45","281.25","41.25","-111.8","38","40","38","37","35","25","30","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Eagle Rock, PA","Pennsylvania","1810.0","1300.0","550.0","3.0","14.0","43","0.6","25.8","0.1","4.3","0.3","12.9","39.83","-77.53","49","52","48","49","45","52","42","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Eaglecrest, AK","Alaska","2600.0","1200.0","1540.0","4.0","31.0","640","0.2","128.0","0.4","256.0","0.4","256.0","58.3","-134.55","39","37","38","34","30","24","19","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Echo Valley, WA","Washington","3900.0","3000.0","900.0","4.0","8.0","70","0.25","17.5","0.5","35.0","0.25","17.5","48.64","-117.93","37","34","32","35","27","23","27","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Eldora, CO","Colorado","10800.0","9200.0","1600.0","12.0","53.0","680","0.2","136.0","0.5","340.0","0.3","204.0","39.94","-105.56","34","42","39","30","35","16","24","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Elk Mountain, PA","Pennsylvania","2693.0","1693.0","1000.0","6.0","27.0","140","0.25","35.0","0.3","42.0","0.45","63.0","41.72","-75.55","44","46","48","46","43","49","40","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Elk Ridge, AZ","Arizona ","8150.0","7500.0","600.0","2.0","12.0","37","0.3","11.1","0.5","18.5","0.2","7.4","35.1","-112.23","45","52","53","52","49","38","46","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Four Lakes, IL","Illinois","500.0","400.0","100.0","7.0","5.0","9","0.3","2.7","0.7","6.3","0.0","0.0","41.79","-88.09","53","51","56","42","44","51","44","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Four Seasons, NY","New York","550.0","450.0","100.0","2.0","4.0","12","0.4","4.8","0.4","4.8","0.2","2.4","42.48","-73.81","48","48","49","51","45","54","45","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Frost Fire, ND","North Dakota","1350.0","1000.0","350.0","3.0","10.0","25","0.25","6.25","0.25","6.25","0.5","12.5","48.91","-98.07","44","39","31","31","22","13","13","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Giants Ridge, MN","Minnesota","1972.0","1472.0","500.0","7.0","35.0","202","0.31","62.62","0.44","88.88","0.25","50.5","47.59","-92.3","38","42","31","31","29","20","19","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Gladstone, MI","Michigan","nan","nan","130.0","5.0","6.0","30","0.6","18.0","0.4","12.0","nan","0.0","45.86","-87.02","39","48","38","37","42","37","30","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Gore Mountain, NY","New York","3600.0","1500.0","2537.0","14.0","94.0","438","0.11","48.18","0.53","232.14","0.36","157.68","43.67","-74.05","33","33","38","38","30","38","29","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Grand Geneva, WI","Wisconsin","1086.0","874.0","211.0","6.0","18.0","14","0.3","4.2","0.4","5.6","0.3","4.2","42.6","-88.4","48","55","40","42","48","39","33","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Grand Targhee, WY","Wyoming","10000.0","7408.0","2419.0","5.0","72.0","3000","0.1","300.0","0.7","2100.0","0.2","600.0","43.74","-111.07","29","38","28","26","25","14","20","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Granite Gorge, NH","New Hampshire ","nan","nan","525.0","2.0","17.0","25","0.35","8.75","0.35","8.75","0.3","7.5","42.97","-72.21","44","44","49","49","43","50","45","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Granite Peak, WI","Wisconsin","1924.0","1224.0","700.0","8.0","74.0","275","0.35","96.25","0.3","82.5","0.35","96.25","43.79","-88.79","43","52","38","39","43","33","30","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Great Bear, SD","South Dakota","nan","nan","183.0","5.0","12.0","20","0.25","5.0","0.5","10.0","0.25","5.0","43.57","-96.67","55","54","40","46","30","24","31","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Great Divide, MT","Montana","7210.0","5880.0","1330.0","6.0","140.0","1600","0.15","240.0","0.35","560.0","0.5","800.0","46.7536","-112.3136","32","38","26","27","11","6","13","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Greek Peak Mountain, NY","New York","2100.0","1148.0","952.0","8.0","32.0","220","0.4","88.0","0.25","55.0","0.35","77.0","40.71","-74.01","51","52","55","56","50","57","49","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Gunstock, NH","New Hampshire ","2300.0","900.0","1400.0","7.0","55.0","227","0.12","27.24","0.61","138.47","0.27","61.29","42.91","-71.08","50","47","55","54","45","54","51","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Hanson Hills, MI","Michigan","nan","nan","225.0","4.0","11.0","125","0.5","62.5","0.5","62.5","nan","0.0","44.64","-84.75","36","53","34","37","41","43","30","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Heavenly, CA","California","10067.0","6540.0","3527.0","29.0","97.0","4800","0.2","960.0","0.45","2160.0","0.35","1680.0","38.9353","-119.94","43","48","43","44","34","20","35","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Hidden Valley, MO","Missouri","nan","nan","310.0","6.0","12.0","30","0.3","9.0","0.6","18.0","0.1","3.0","38.95","-94.54","53","52","45","51","56","36","43","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Hidden Valley, NJ","New Jersey","1435.0","815.0","640.0","4.0","13.0","36","0.25","9.0","0.3","10.8","0.45","16.2","40.64","-74.88","52","51","53","54","48","55","47","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Hidden Valley, PA","Pennsylvania","2875.0","2405.0","470.0","11.0","31.0","110","0.31","34.1","0.45","49.5","0.24","26.4","40.06","-79.26","43","46","53","41","45","50","35","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Hidden Valley, WI","Wisconsin","nan","nan","200.0","2.0","7.0","50","0.25","12.5","0.5","25.0","0.25","12.5","43.03","-88.18","45","54","39","41","46","39","32","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Highlands of Olympia, WI","Wisconsin","nan","nan","205.0","nan","3.0","5","0.5","2.5","0.3","1.5","0.2","1.0","43.79","-88.79","43","52","38","39","43","33","30","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Hilltop, AK","Alaska","894.0","600.0","294.0","3.0","10.0","30","0.8","24.0","0.1","3.0","0.1","3.0","61.43","-149.44","77","77","77","77","77","77","77","72.125","73.375","73.75","73.5","74.625","74.125","74.125","73.66071428571429","4"
"Hogadon, WY","Wyoming","8000.0","7400.0","600.0","3.0","15.0","60","0.2","12.0","0.4","24.0","0.4","24.0","39.52","-119.87","51","57","52","53","45","25","44","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Holiday Mountain, NY","New York","1300.0","900.0","400.0","4.0","7.0","60","0.3","18.0","0.4","24.0","0.3","18.0","41.63","-74.62","46","47","48","49","44","50","43","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Holiday Valley, NY","New York","2250.0","1500.0","750.0","13.0","58.0","290","0.34","98.6","0.28","81.2","0.38","110.2","42.26","-78.68","40","44","46","38","42","52","32","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"HoliMont, NY","New York","2260.0","1560.0","700.0","9.0","52.0","140","0.25","35.0","0.25","35.0","0.5","70.0","42.28","-78.7","41","44","46","38","43","53","32","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Homewood, CA","California","7800.0","6230.0","1570.0","8.0","64.0","1260","0.15","189.0","0.5","630.0","0.35","441.0","39.08","-120.17","44","47","44","44","33","20","35","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Hoodoo, OR","Oregon","5703.0","4668.0","1035.0","7.0","30.0","806","0.3","241.8","0.3","241.8","0.4","322.4","43.89","-121.43","58","49","42","39","31","31","35","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Huff Hills, ND","North Dakota","nan","nan","450.0","2.0","16.0","80","0.4","32.0","0.5","40.0","0.1","8.0","46.63","-100.72","42","36","34","29","17","13","15","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Hunter Mountain, NY","New York","3200.0","1600.0","1600.0","10.0","55.0","240","0.3","72.0","0.3","72.0","0.4","96.0","42.18","-74.24","38","38","43","41","36","44","35","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Hyland, MN","Minnesota","1075.0","900.0","175.0","6.0","14.0","35","0.4","14.0","0.4","14.0","0.2","7.0","44.82","-93.37","47","51","37","41","35","24","28","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Indianhead, MI","Michigan","1935.0","1297.0","638.0","9.0","30.0","238","0.17","40.46","0.33","78.54","0.5","119.0","46.49","-89.97","38","47","34","33","36","27","23","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Jack Frost, PA","Pennsylvania","2000.0","1400.0","600.0","9.0","21.0","100","0.2","20.0","0.4","40.0","0.4","40.0","41.1","-75.66","45","46","47","46","43","49","40","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Jackson Hole, WY","Wyoming","10450.0","6311.0","4139.0","12.0","116.0","2500","0.1","250.0","0.4","1000.0","0.5","1250.0","43.49","-110.75","28","38","33","30","28","17","22","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Jay Peak, VT","Vermont","3968.0","1815.0","2153.0","9.0","78.0","385","0.2","77.0","0.4","154.0","0.4","154.0","44.97","-72.47","39","36","42","36","33","47","36","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Jiminy Peak, MA","Massachusetts ","2380.0","1250.0","1150.0","9.0","45.0","170","0.22","37.4","0.45","76.5","0.33","56.1","42.55","-73.3","44","43","48","48","43","52","42","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Kelly Canyon, ID","Idaho","6600.0","5600.0","1000.0","6.0","16.0","640","0.35","224.0","0.45","288.0","0.2","128.0","44.14","-112.7","32","29","28","22","20","12","13","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Keystone, CO","Colorado","12408.0","9280.0","3128.0","20.0","135.0","3148","0.19","598.12","0.32","1007.36","0.49","1542.52","39.6","-105.95","33","49","46","36","40","26","31","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Killington, VT","Vermont","4241.0","1165.0","3050.0","22.0","140.0","752","0.28","210.56","0.33","248.16","0.39","293.28","43.67","-72.78","44","41","45","43","40","51","41","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Kirkwood, CA","California","9800.0","7800.0","2000.0","15.0","81.0","2300","0.15","345.0","0.5","1150.0","0.35","805.0","38.684","-120.068","44","45","42","40","30","30","33","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Kissing Bridge, NY","New York","1750.0","1200.0","550.0","10.0","38.0","778","0.35","272.3","0.35","272.3","0.3","233.4","42.61","-78.65","42","45","47","40","46","55","34","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Labrador Mountain, NY","New York","1825.0","1125.0","700.0","4.0","22.0","250","0.33","82.5","0.34","85.0","0.33","82.5","40.71","-74.01","51","52","55","56","50","57","49","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Las Vegas, NV","Nevada","11289.0","8510.0","2300.0","4.0","30.0","195","0.1","19.5","0.45","87.75","0.45","87.75","36.12","-115.18","63","62","64","62","62","53","52","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Liberty Mountain, PA","Pennsylvania","1190.0","800.0","600.0","8.0","16.0","100","0.35","35.0","0.4","40.0","0.25","25.0","41.51","-77.09","41","46","44","41","40","45","35","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Little Ski Hill, ID","Idaho","5700.0","nan","405.0","1.0","5.0","40","0.35","14.0","0.45","18.0","0.2","8.0","44.93","-116.16","37","36","32","30","25","21","25","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Little Switzerland, WI","Wisconsin","nan","nan","200.0","7.0","17.0","50","nan","0.0","nan","0.0","nan","0.0","43.79","-88.79","43","52","38","39","43","33","30","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Lookout Pass, ID","Idaho","5650.0","4500.0","1150.0","4.0","34.0","540","0.2","108.0","0.5","270.0","0.3","162.0","47.47","-115.69","39","37","28","29","19","15","24","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Loon, NH","New Hampshire ","3050.0","950.0","2100.0","12.0","61.0","370","0.2","74.0","0.6","222.0","0.2","74.0","43.8","-71.02","45","44","51","51","43","49","48","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Lost Trail Powder, MT","Montana","8200.0","6400.0","1800.0","8.0","50.0","900","0.2","180.0","0.6","540.0","0.2","180.0","45.69","-111.06","37","44","35","34","22","13","22","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Lost Valley, ME","Maine","nan","nan","240.0","2.0","17.0","45","0.3","13.5","0.5","22.5","0.2","9.0","44.12","-70.27","44","42","49","49","41","49","48","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Loup Loup, WA","Washington","5280.0","4040.0","1240.0","4.0","10.0","300","0.2","60.0","0.3","90.0","0.5","150.0","48.29","-119.71","34","35","34","34","26","21","25","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Loveland, CO","Colorado","13010.0","10800.0","2210.0","10.0","93.0","1800","0.13","234.0","0.41","738.0","0.46","828.0","40.41","-105.08","58","56","47","51","27","35","43","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Lutsen Mountains, MN","Minnesota","1913.0","1088.0","825.0","10.0","92.0","986","0.18","177.48","0.47","463.42","0.35","345.1","46.73","-94.69","40","43","31","33","27","16","20","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Mad River Glen, VT","Vermont","3637.0","1600.0","2037.0","5.0","45.0","915","0.3","274.5","0.3","274.5","0.4","366.0","44.57","-72.57","44","42","46","42","40","52","43","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Mad River, OH","Ohio","1460.0","1160.0","300.0","14.0","24.0","144","0.22","31.68","0.34","48.96","0.44","63.36","39.91","-83.93","51","54","57","46","53","54","39","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Magic Mountain, ID","Idaho","7240.0","6500.0","700.0","3.0","11.0","120","0.3","36.0","0.25","30.0","0.45","54.0","42.2","-114.41","46","37","37","30","23","29","30","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Magic Mountain, VT","Vermont","2850.0","1150.0","1700.0","4.0","43.0","195","0.3","58.5","0.3","58.5","0.4","78.0","43.2","-72.77","39","37","44","42","37","47","37","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Mammoth, CA","California","11053.0","7953.0","3100.0","28.0","150.0","3500","0.25","875.0","0.4","1400.0","0.35","1225.0","41.73","-121.37","48","51","44","45","36","35","39","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Marquette Mountain, MI","Michigan","1357.0","757.0","600.0","4.0","25.0","169","0.15","25.35","0.5","84.5","0.35","59.15","46.53","-87.41","40","52","38","36","40","36","29","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Massanutten, VA","Virginia","2925.0","1750.0","1110.0","7.0","14.0","70","0.3","21.0","0.35","24.5","0.35","24.5","38.41","-78.73","55","61","52","53","50","54","47","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Maverick Mountain, MT","Montana","8820.0","6800.0","2020.0","2.0","24.0","210","0.2","42.0","0.35","73.5","0.45","94.5","45.45","-113.16","39","23","23","12","7","16","14","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"McCauley Mountain, NY ","New York","2260.0","1627.0","633.0","5.0","21.0","75","0.33","24.75","0.34","25.5","0.33","24.75","43.39","-74.89","40","39","44","42","40","48","37","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Meadowlark, WY","Wyoming","9400.0","8300.0","1000.0","3.0","14.0","160","0.3","48.0","0.4","64.0","0.3","48.0","44.66","-93.17","48","51","36","40","35","24","27","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Mission Ridge, WA","Washington","6820.0","4570.0","2250.0","6.0","36.0","2000","0.1","200.0","0.6","1200.0","0.3","600.0","47.34","-120.47","34","36","36","31","25","23","25","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Mohawk Mountain, CT","Connecticut","1600.0","960.0","650.0","7.0","25.0","107","0.2","21.4","0.6","64.2","0.2","21.4","41.83","-73.31","44","44","48","49","43","52","43","38.45871559633028","46.00917431192661","42.100917431192656","43.4954128440367","46.1559633027523","45.98165137614679","43.61467889908257","43.68807339449541","2"
"Monarch, CO","Colorado","11952.0","10790.0","1162.0","7.0","64.0","800","0.14","112.0","0.28","224.0","0.58","464.0","38.54","-106.33","32","33","23","26","14","16","24","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
"Mont du Lac, WI","Wisconsin","917.0","617.0","315.0","4.0","9.0","66","0.33","21.78","0.34","22.44","0.33","21.78","46.64","-92.29","43","48","35","35","33","24","24","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Mont Ripley, MI","Michigan","nan","nan","440.0","3.0","24.0","112","0.22","24.64","0.3","33.6","0.48","53.76","47.11","-88.56","38","50","37","36","39","34","29","29.598130841121495","31.21495327102803","33.96261682242991","36.579439252336456","38.57943925233644","44.700934579439256","41.00000000000001","36.51935914552737","1"
"Montage Mountain, PA","Pennsylvania","1960.0","960.0","1000.0","7.0","30.0","140","0.35","49.0","0.25","35.0","0.4","56.0","41.35","-75.68","47","49","49","49","45","52","42","47.246153846153845","52.84615384615385","48.661538461538456","52.215384615384615","53.69230769230769","51.93846153846154","51.830769230769235","51.2043956043956","3"
"Montana Snowbowl, MT","Montana","7600.0","5000.0","2600.0","4.0","32.0","1200","0.1","120.0","0.4","480.0","0.5","600.0","46.99","-114.01","41","32","33","20","15","23","19","19.599999999999987","16.533333333333346","17.746666666666666","24.75999999999999","27.84000000000001","33.480000000000004","35.8","25.108571428571427","0"
